Rank,Player,Stat,Line,Pick,Platform,Goblin/Demon,Multiplier,Confidence,Rank Score,Result,Actual Value,Avg Edge Side,Avg Same Line Market Prob Side,Avg All Books Market Prob Side,Same Line Books,All Books,Edge,Model Alpha,Agreement,Signals,Market Consensus Line,Market Consensus Prob,Best Over Odds,Best Over Book,Best Under Odds,Best Under Book,DFS vs Market,FanDuel line,FanDuel line_delta,FanDuel over_no_vig_prob,FanDuel under_no_vig_prob,FanDuel edge,DraftKings line,DraftKings line_delta,DraftKings over_no_vig_prob,DraftKings under_no_vig_prob,DraftKings edge,BetRivers line,BetRivers line_delta,BetRivers over_no_vig_prob,BetRivers under_no_vig_prob,BetRivers edge,BetOnline line,BetOnline line_delta,BetOnline over_no_vig_prob,BetOnline under_no_vig_prob,BetOnline edge,Bovada line,Bovada line_delta,Bovada over_no_vig_prob,Bovada under_no_vig_prob,Bovada edge,BetMGM line,BetMGM line_delta,BetMGM over_no_vig_prob,BetMGM under_no_vig_prob,BetMGM edge,z_line,z_recent,z_matchup,line_diff,momentum,last10,last5,probability_std,Agreement ratio
475,LaMelo Ball,PTS,20.5,OVER,Underdog,,1.05x,53.6%,-2.45,,,-0.0665,0.4793,0.4735,2,6,-0.0607,0.0565,1.0,2.3109,20.0,48.5%,185,Bovada,120,BetRivers,NEUTRAL,20.5,0.0,47.2%,52.8%,-0.0041,19.5,-1.0,45.9%,54.1%,-0.0041,18.5,-2.0,45.5%,54.5%,-0.0041,20.5,0.0,48.7%,51.3%,-0.0041,23.5,3.0,51.1%,48.9%,-0.0041,19.5,-1.0,45.8%,54.2%,-0.0041,0.18,-0.84,-0.21,-3.7,4.49,1.2,1.2,0.021,100.0%
476,Ausar Thompson,STL,1.5,UNDER,Underdog,,1.08x,56.1%,-2.46,,,-0.0899,0.4501,0.4501,3,3,-0.0899,0.1108,1.0,3.4925,1.5,45.0%,-139,FanDuel,110,Bovada,NEUTRAL,1.5,0.0,54.3%,45.7%,0.0209,1.5,0.0,55.3%,44.7%,0.0209,,,,,,,,,,,1.5,0.0,55.4%,44.6%,0.0209,,,,,,0.21,0.76,0.25,1.7,-1.23,1.0,0.8,0.0103,100.0%
477,Julius Randle,PR,29.5,UNDER,Underdog,,,62.4%,-2.48,,,-0.1388,,0.4012,0,4,-0.1388,0.2228,1.0,0.3391,31.5,51.5%,105,Bovada,-115,FanDuel,UNFAVORABLE,31.5,2.0,59.7%,40.3%,0.084,31.5,2.0,60.0%,40.0%,0.084,,,,,,,,,,,32.5,3.0,61.1%,38.9%,0.084,31.5,2.0,58.7%,41.3%,0.084,-0.22,-0.4,-0.05,-2.9,1.3,1.4,1.2,0.0076,100.0%
478,Shai Gilgeous-Alexander,RA,10.5,UNDER,PrizePicks,,,51.5%,-2.52,,,-0.0453,0.4947,0.4947,1,1,-0.0453,0.0206,1.0,2.7264,10.5,49.5%,-118,FanDuel,-112,FanDuel,NEUTRAL,10.5,0.0,50.5%,49.5%,-0.0247,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,-1.11,-0.4,-1.3,1.75,1.4,2.0,0.0093,100.0%
479,Joel Embiid,PRA,38.5,OVER,PrizePicks,,,54.3%,-2.57,,,-0.0701,,0.4699,0,6,-0.0701,0.0736,1.0,2.046,37.5,48.4%,120,Bovada,-110,FanDuel,UNFAVORABLE,37.5,-1.0,46.7%,53.3%,0.0034,37.5,-1.0,46.6%,53.4%,0.0034,39.5,1.0,49.0%,51.0%,0.0034,37.5,-1.0,46.2%,53.8%,0.0034,39.5,1.0,46.7%,53.3%,0.0034,37.5,-1.0,46.7%,53.3%,0.0034,0.03,-1.37,0.07,-5.7,5.82,1.6,1.6,0.0063,100.0%
480,Jalen Duren,REB,10.5,UNDER,Underdog and PrizePicks,,1.05x,54.4%,-2.59,,,-0.0749,0.4718,0.4651,5,6,-0.0682,0.0719,1.0,1.3074,10.5,50.0%,160,Bovada,107,DraftKings,NEUTRAL,10.5,0.0,52.9%,47.1%,0.0037,10.5,0.0,54.8%,45.2%,0.0037,10.5,0.0,52.4%,47.6%,0.0037,10.5,0.0,52.0%,48.0%,0.0037,12.5,2.0,56.9%,43.1%,0.0037,10.5,0.0,52.0%,48.0%,0.0037,0.03,-0.04,-0.37,-0.1,0.19,0.8,0.8,0.0054,100.0%
481,Myles Turner,REB,4.5,UNDER,Underdog and PrizePicks,,,52.2%,-2.59,,,-0.0467,0.4939,0.4933,5,6,-0.0461,0.0282,1.0,0.761,4.5,51.9%,165,Bovada,100,BetMGM,NEUTRAL,4.5,0.0,50.0%,50.0%,-0.0179,4.5,0.0,49.7%,50.3%,-0.0179,4.5,0.0,49.3%,50.7%,-0.0179,4.5,0.0,50.5%,49.5%,-0.0179,5.5,1.0,51.0%,49.0%,-0.0179,4.5,0.0,53.5%,46.5%,-0.0179,0.39,-0.67,-2.92,-1.3,2.06,1.6,1.6,0.0056,100.0%
482,Jalen Williams,PR,21.5,UNDER,PrizePicks,,,53.1%,-2.61,,,-0.0641,0.4759,0.4759,1,1,-0.0641,0.0556,1.0,3.7137,21.5,47.6%,-128,FanDuel,-104,FanDuel,NEUTRAL,21.5,0.0,52.4%,47.6%,-0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.18,2.0,1.3,-1.01,0.8,0.4,0.0108,100.0%
483,DeMar DeRozan,PRA,25.5,OVER,Underdog and PrizePicks,,,52.6%,-2.89,,,-0.056,0.4849,0.484,3,6,-0.0551,0.0415,1.0,1.4368,25.5,49.0%,115,Bovada,-104,FanDuel,NEUTRAL,24.5,-1.0,49.0%,51.0%,-0.0136,24.5,-1.0,48.8%,51.2%,-0.0136,25.5,0.0,49.7%,50.3%,-0.0136,25.5,0.0,47.8%,52.2%,-0.0136,26.5,1.0,47.1%,52.9%,-0.0136,25.5,0.0,48.0%,52.0%,-0.0136,-0.01,0.24,0.1,3.7,-3.8,0.8,0.4,0.0019,100.0%
484,Dyson Daniels,PR,20.5,OVER,Underdog,,,51.9%,-3.09,,,-0.0939,0.48,0.4461,1,4,-0.06,0.0391,1.0,4.6935,19.5,48.6%,-104,DraftKings,-112,FanDuel,UNFAVORABLE,19.5,-1.0,45.2%,54.8%,-0.0209,19.5,-1.0,42.5%,57.5%,-0.0209,,,,,,,,,,,19.5,-1.0,42.7%,57.3%,-0.0209,20.5,0.0,48.0%,52.0%,-0.0209,0.19,0.07,0.36,0.7,1.37,1.2,0.8,0.0047,100.0%
485,Dyson Daniels,PA,18.5,OVER,PrizePicks,,,52.2%,-3.14,,,-0.0615,0.4804,0.4785,3,4,-0.0596,0.0419,1.0,3.491,18.5,49.2%,-105,BetMGM,-102,DraftKings,NEUTRAL,18.5,0.0,48.1%,51.9%,-0.0177,17.5,-1.0,47.3%,52.7%,-0.0177,,,,,,,,,,,18.5,0.0,48.0%,52.0%,-0.0177,18.5,0.0,48.0%,52.0%,-0.0177,0.09,0.15,0.58,1.5,-0.63,1.0,0.8,0.003,100.0%
486,Tobias Harris,PRA,22.5,UNDER,Underdog and PrizePicks,,1.03x,52.0%,-3.14,,,-0.0477,0.4887,0.4923,4,6,-0.0513,0.0317,1.0,1.5452,22.5,50.3%,125,Bovada,-104,FanDuel,NEUTRAL,22.5,0.0,51.8%,48.1%,-0.0196,22.5,0.0,50.8%,49.2%,-0.0196,22.5,0.0,51.3%,48.7%,-0.0196,22.5,0.0,50.5%,49.5%,-0.0196,24.5,2.0,54.5%,45.5%,-0.0196,21.5,-1.0,45.6%,54.4%,-0.0196,-0.44,0.75,1.5,2.5,-3.96,0.8,0.4,0.0033,100.0%
487,Chet Holmgren,PTS,15.5,OVER,PrizePicks,,,55.4%,-3.17,,,-0.0719,0.4681,0.4681,1,1,-0.0719,0.0856,1.0,-1.0612,15.5,46.8%,100,FanDuel,-132,FanDuel,NEUTRAL,15.5,0.0,46.8%,53.2%,0.0137,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,0.08,-1.5,0.3,-1.93,1.2,1.2,0.0149,100.0%
488,Kon Knueppel,PA,21.5,UNDER,Underdog,,,52.3%,-3.24,,,-0.0545,0.4853,0.4855,3,4,-0.0547,0.0379,1.0,1.878,21.5,49.9%,105,Bovada,-105,BetMGM,NEUTRAL,21.5,0.0,51.9%,48.1%,-0.0167,21.5,0.0,50.5%,49.5%,-0.0167,,,,,,,,,,,22.5,1.0,51.4%,48.6%,-0.0167,21.5,0.0,52.0%,48.0%,-0.0167,0.16,0.07,-1.67,0.5,0.61,1.0,1.2,0.0094,100.0%
489,Miles Bridges,3PM,1.5,OVER,Underdog and PrizePicks,,,53.4%,-3.29,,,-0.0625,0.4775,0.4775,6,6,-0.0625,0.0566,1.0,0.7978,1.5,47.8%,100,BetMGM,-120,BetRivers,NEUTRAL,1.5,0.0,47.2%,52.8%,-0.0059,1.5,0.0,48.0%,52.0%,-0.0059,1.5,0.0,49.3%,50.7%,-0.0059,1.5,0.0,47.5%,52.5%,-0.0059,1.5,0.0,48.0%,52.0%,-0.0059,1.5,0.0,46.5%,53.5%,-0.0059,-0.57,1.12,-0.3,0.9,-1.36,0.6,0.4,0.0039,100.0%
490,OG Anunoby,PA,17.5,UNDER,PrizePicks,,,51.8%,-3.34,,,-0.0453,0.4947,0.4947,1,1,-0.0453,0.023,0.75,3.3712,17.5,49.5%,-118,FanDuel,-112,FanDuel,NEUTRAL,17.5,0.0,50.5%,49.5%,-0.0223,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.35,-0.27,2.5,-1.02,0.8,0.8,0.0184,75.0%
491,Kon Knueppel,RA,8.0,UNDER,PrizePicks,,,53.0%,-3.36,,,-0.0678,,0.4722,0,4,-0.0678,0.0578,1.0,3.7788,8.5,55.1%,150,Bovada,-123,DraftKings,NEUTRAL,8.5,0.5,52.5%,47.5%,-0.0099,8.5,0.5,53.7%,46.3%,-0.0099,,,,,,,,,,,9.5,1.5,53.1%,46.9%,-0.0099,8.5,0.5,51.8%,48.2%,-0.0099,0.16,0.31,0.1,1.6,-0.79,1.2,1.2,0.0119,100.0%
492,Josh Giddey,RA,20.0,UNDER,PrizePicks,,,54.1%,-3.4,,,-0.063,,0.477,0,2,-0.063,0.0645,1.0,-1.1981,20.5,50.8%,105,Bovada,-105,BetMGM,NEUTRAL,,,,,,,,,,,,,,,,,,,,,20.5,0.5,49.0%,50.9%,0.0015,20.5,0.5,55.5%,44.5%,0.0015,-0.33,-0.34,0.19,-2.6,0.09,0.6,1.2,0.0063,100.0%
493,Joel Embiid,AST,4.0,UNDER,PrizePicks,,,50.8%,-3.47,,,-0.0279,,0.5121,0,6,-0.0279,-0.0042,0.5,2.8978,4.0,51.2%,150,Bovada,128,BetRivers,NEUTRAL,4.5,0.5,52.2%,47.8%,-0.0321,3.5,-0.5,44.9%,55.1%,-0.0321,3.5,-0.5,49.4%,50.6%,-0.0321,4.5,0.5,51.3%,48.7%,-0.0321,4.5,0.5,47.4%,52.6%,-0.0321,3.5,-0.5,47.5%,52.5%,-0.0321,0.02,0.75,0.5,1.2,-1.17,0.8,0.8,0.0132,50.0%
494,Stephon Castle,PTS,16.0,OVER,PrizePicks,,,52.5%,-3.6,,,-0.0372,,0.5028,0,6,-0.0372,0.0221,0.5,1.5302,16.5,46.4%,190,Bovada,-104,FanDuel,NEUTRAL,15.5,-0.5,48.8%,51.2%,-0.0151,16.5,0.5,51.8%,48.2%,-0.0151,16.5,0.5,49.4%,50.6%,-0.0151,16.5,0.5,50.8%,49.2%,-0.0151,19.5,3.5,52.8%,47.2%,-0.0151,15.5,-0.5,48.0%,52.0%,-0.0151,-0.07,0.15,0.15,1.0,-1.49,1.0,0.8,0.0307,50.0%
495,LaMelo Ball,PRA,32.5,OVER,Underdog and PrizePicks,,,51.4%,-3.7,,,-0.0451,0.488,0.4949,3,6,-0.052,0.0258,1.0,2.7891,32.5,49.5%,110,Bovada,116,BetRivers,NEUTRAL,32.5,0.0,48.9%,51.1%,-0.0262,32.5,0.0,48.5%,51.5%,-0.0262,30.5,-2.0,47.9%,52.1%,-0.0262,32.5,0.0,48.9%,51.1%,-0.0262,33.5,1.0,49.1%,50.9%,-0.0262,33.5,1.0,53.5%,46.5%,-0.0262,0.14,-0.64,-0.37,-4.1,4.97,1.2,1.6,0.0095,100.0%
496,Rudy Gobert,REB,11.5,UNDER,Underdog,,1.03x,53.2%,-3.98,,,-0.0799,0.4691,0.4601,5,6,-0.0709,0.0634,1.0,2.4359,11.5,49.9%,165,Bovada,103,DraftKings,NEUTRAL,11.5,0.0,53.3%,46.7%,-0.0075,11.5,0.0,53.8%,46.2%,-0.0075,11.5,0.0,52.7%,47.3%,-0.0075,11.5,0.0,53.2%,46.8%,-0.0075,13.5,2.0,58.5%,41.5%,-0.0075,11.5,0.0,52.4%,47.6%,-0.0075,-0.0,1.43,0.21,3.3,-3.3,0.8,0.0,0.0048,100.0%
497,OG Anunoby,PTS,15.5,UNDER,PrizePicks,,,51.0%,-4.25,,,-0.0347,0.5053,0.5053,1,1,-0.0347,0.0052,0.5,2.6802,15.5,50.5%,-112,FanDuel,-118,FanDuel,NEUTRAL,15.5,0.0,49.5%,50.5%,-0.0295,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.41,-0.24,2.3,-1.02,0.6,0.4,0.0142,50.0%
498,Kon Knueppel,PRA,26.5,UNDER,Underdog,,,51.0%,-4.41,,,-0.0584,0.485,0.4816,4,6,-0.055,0.025,1.0,3.3053,26.5,48.9%,120,Bovada,120,BetRivers,NEUTRAL,26.5,0.0,52.4%,47.6%,-0.03,26.5,0.0,51.2%,48.8%,-0.03,25.5,-1.0,53.2%,46.8%,-0.03,26.5,0.0,51.3%,48.7%,-0.03,28.5,2.0,51.9%,48.1%,-0.03,26.5,0.0,51.1%,48.9%,-0.03,0.15,0.07,-0.56,0.7,0.74,1.0,1.2,0.0083,100.0%
499,Mikal Bridges,PRA,19.5,OVER,PrizePicks,,,53.4%,-4.48,,,-0.0587,0.4813,0.4813,1,1,-0.0587,0.0531,1.0,-2.8492,19.5,48.1%,-106,FanDuel,-125,FanDuel,NEUTRAL,19.5,0.0,48.1%,51.9%,-0.0056,,,,,,,,,,,,,,,,,,,,,,,,,,-1.31,0.13,0.18,0.3,-3.34,0.4,0.8,0.003,100.0%
500,Stephon Castle,REB,4.5,UNDER,Underdog and PrizePicks,,,51.3%,-4.48,,,-0.0556,0.4855,0.4844,5,6,-0.0545,0.0271,1.0,2.2249,4.5,50.9%,150,Bovada,100,BetMGM,NEUTRAL,4.5,0.0,48.9%,51.1%,-0.0274,4.5,0.0,51.6%,48.4%,-0.0274,4.5,0.0,52.1%,47.9%,-0.0274,4.5,0.0,51.1%,48.9%,-0.0274,5.5,1.0,52.1%,47.9%,-0.0274,4.5,0.0,53.5%,46.5%,-0.0274,0.21,0.2,-0.32,0.5,0.03,0.8,0.8,0.0076,100.0%
501,Julius Randle,REB,6.5,UNDER,Underdog,,,52.2%,-4.5,,,-0.0806,0.4732,0.4594,5,6,-0.0668,0.0484,1.0,3.304,6.5,51.1%,210,Bovada,104,FanDuel,NEUTRAL,6.5,0.0,53.7%,46.3%,-0.0184,6.5,0.0,53.7%,46.3%,-0.0184,6.5,0.0,53.0%,47.0%,-0.0184,6.5,0.0,53.0%,46.9%,-0.0184,8.5,2.0,60.9%,39.1%,-0.0184,6.5,0.0,50.0%,50.0%,-0.0184,0.12,-0.34,1.0,-0.9,1.22,1.0,1.2,0.0059,100.0%
502,Paul George,PA,19.5,OVER,Underdog and PrizePicks,,,52.5%,-4.52,,,-0.0398,0.5013,0.5002,3,4,-0.0387,0.024,0.5,0.7695,19.5,48.8%,110,Bovada,-106,FanDuel,NEUTRAL,19.5,0.0,51.9%,48.1%,-0.0147,19.5,0.0,49.6%,50.4%,-0.0147,,,,,,,,,,,20.5,1.0,49.7%,50.3%,-0.0147,19.5,0.0,48.9%,51.1%,-0.0147,-0.06,-0.33,-0.84,-3.3,2.69,1.4,1.2,0.0459,50.0%
503,Shai Gilgeous-Alexander,PA,36.5,UNDER,PrizePicks,,,51.6%,-4.52,,,-0.0453,0.4947,0.4947,1,1,-0.0453,0.0214,0.5,4.0307,36.5,49.5%,-118,FanDuel,-112,FanDuel,NEUTRAL,36.5,0.0,50.5%,49.5%,-0.0239,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,-0.28,0.44,-2.3,3.78,1.0,1.2,0.0197,50.0%
504,Miles Bridges,PA,17.5,UNDER,PrizePicks,,,50.0%,-4.67,,,-0.0426,0.4973,0.4974,3,4,-0.0427,0.003,0.5,6.5636,17.5,51.1%,110,Bovada,-105,BetMGM,NEUTRAL,17.5,0.0,48.5%,51.5%,-0.0397,17.5,0.0,50.3%,49.7%,-0.0397,,,,,,,,,,,18.5,1.0,50.2%,49.8%,-0.0397,17.5,0.0,52.0%,48.0%,-0.0397,0.98,-0.88,0.49,-2.7,5.69,1.4,1.6,0.0037,50.0%
505,OG Anunoby,REB,4.5,UNDER,PrizePicks,,,51.8%,-5.14,,,-0.0587,0.4813,0.4813,1,1,-0.0587,0.0369,1.0,0.6293,4.5,48.1%,-125,FanDuel,-106,FanDuel,NEUTRAL,4.5,0.0,51.9%,48.1%,-0.0218,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,-0.24,-2.92,-0.5,1.17,1.2,1.6,0.0075,100.0%
506,Julius Randle,AST,4.5,OVER,Underdog and PrizePicks,,,50.0%,-5.37,,,-0.0179,0.5185,0.5221,5,6,-0.0215,-0.0183,0.5,-0.6555,4.5,49.6%,145,Bovada,104,DraftKings,NEUTRAL,4.5,0.0,52.9%,47.1%,-0.0398,4.5,0.0,54.0%,46.0%,-0.0398,4.5,0.0,49.3%,50.7%,-0.0398,4.5,0.0,52.0%,48.0%,-0.0398,5.5,1.0,54.0%,46.0%,-0.0398,4.5,0.0,51.1%,48.9%,-0.0398,-0.3,-0.15,-1.0,-0.3,-0.31,0.6,0.8,0.014,50.0%
507,Ausar Thompson,REB,5.0,UNDER,PrizePicks,,,51.4%,-6.25,,,-0.0644,,0.4756,0,6,-0.0644,0.0383,0.75,4.2178,5.5,55.3%,200,Bovada,120,BetRivers,NEUTRAL,5.5,0.5,52.3%,47.7%,-0.0261,5.5,0.5,52.0%,48.0%,-0.0261,4.5,-0.5,50.1%,49.9%,-0.0261,5.5,0.5,51.9%,48.1%,-0.0261,6.5,1.5,53.9%,46.1%,-0.0261,5.5,0.5,54.3%,45.7%,-0.0261,0.35,-0.0,0.33,-0.0,0.73,1.2,1.6,0.016,75.0%
508,Stephon Castle,PR,21.0,OVER,PrizePicks,,,52.1%,-6.53,,,-0.0522,,0.4878,0,4,-0.0522,0.0329,0.5,2.1908,21.0,50.0%,-105,Bovada,100,BetMGM,NEUTRAL,20.5,-0.5,47.6%,52.4%,-0.0193,21.5,0.5,50.8%,49.2%,-0.0193,,,,,,,,,,,21.5,0.5,50.4%,49.6%,-0.0193,19.5,-1.5,46.4%,53.6%,-0.0193,-0.06,0.11,0.26,1.0,-1.52,1.2,1.2,0.0478,50.0%
509,Devin Booker,PRA,36.5,OVER,Underdog and PrizePicks,,,50.7%,-7.56,,,-0.0286,0.4942,0.5114,3,6,-0.0458,0.0125,0.5,1.4104,37.0,47.0%,120,Bovada,-118,FanDuel,NEUTRAL,36.5,0.0,49.5%,50.5%,-0.0332,36.5,0.0,49.6%,50.4%,-0.0332,38.5,2.0,52.5%,47.5%,-0.0332,36.5,0.0,49.2%,50.8%,-0.0332,38.5,2.0,52.2%,47.8%,-0.0332,37.5,1.0,53.9%,46.1%,-0.0332,0.18,0.65,-1.99,4.1,-2.93,1.0,0.4,0.0339,50.0%
510,De'Aaron Fox,REB,3.5,OVER,Underdog,,1.05x,52.1%,-7.64,,,-0.0764,0.4636,0.4636,6,6,-0.0764,0.0574,1.0,-0.0603,3.5,46.4%,110,Bovada,-115,BetMGM,NEUTRAL,3.5,0.0,45.8%,54.2%,-0.019,3.5,0.0,45.2%,54.8%,-0.019,3.5,0.0,46.0%,54.0%,-0.019,3.5,0.0,46.6%,53.4%,-0.019,3.5,0.0,44.6%,55.4%,-0.019,3.5,0.0,50.0%,50.0%,-0.019,-0.17,-0.44,-0.57,-0.7,0.42,0.6,0.8,0.0039,100.0%
511,DeMar DeRozan,PTS,17.5,OVER,Underdog and PrizePicks,,,50.8%,-7.66,,,-0.0446,0.4927,0.4954,4,6,-0.0473,0.0158,0.5,0.6834,17.5,48.2%,175,Bovada,120,BetRivers,NEUTRAL,17.5,0.0,48.1%,51.9%,-0.0315,17.5,0.0,48.9%,51.1%,-0.0315,16.5,-1.0,53.6%,46.4%,-0.0315,17.5,0.0,48.9%,51.1%,-0.0315,20.5,3.0,46.5%,53.5%,-0.0315,17.5,0.0,51.1%,48.9%,-0.0315,-0.09,0.42,0.09,4.5,-5.44,0.8,0.4,0.0236,50.0%
512,Jalen Green,AST,3.5,OVER,Underdog and PrizePicks,Demon,1.03x,55.8%,-8.07,,,-0.1211,0.4189,0.4189,6,6,-0.1211,0.1393,1.0,2.5874,3.5,41.9%,128,FanDuel,-154,BetMGM,NEUTRAL,3.5,0.0,40.9%,59.1%,0.0181,3.5,0.0,41.8%,58.2%,0.0181,3.5,0.0,41.1%,58.9%,0.0181,3.5,0.0,42.3%,57.7%,0.0181,3.5,0.0,41.7%,58.3%,0.0181,3.5,0.0,43.4%,56.6%,0.0181,0.34,-0.76,-0.57,-1.3,1.88,1.4,1.6,0.0133,100.0%
513,Isaiah Hartenstein,PR,16.5,OVER,PrizePicks,,,53.3%,-8.22,,,-0.068,0.472,0.472,1,1,-0.068,0.0612,0.5,-0.4393,16.5,47.2%,-102,FanDuel,-130,FanDuel,NEUTRAL,16.5,0.0,47.2%,52.8%,-0.0068,,,,,,,,,,,,,,,,,,,,,,,,,,-0.33,-0.21,0.52,-1.7,-0.92,1.0,1.2,0.0381,50.0%
514,Brandon Miller,RA,8.5,UNDER,Underdog,,1.03x,51.9%,-8.33,,,-0.0966,0.4581,0.4434,2,4,-0.0819,0.061,1.0,0.7685,9.0,50.0%,115,Bovada,104,FanDuel,NEUTRAL,8.5,0.0,54.3%,45.7%,-0.0209,8.5,0.0,54.1%,45.9%,-0.0209,,,,,,,,,,,9.5,1.0,55.0%,45.0%,-0.0209,9.5,1.0,59.2%,40.8%,-0.0209,0.01,0.11,-0.79,0.3,-0.26,0.6,0.8,0.0045,100.0%
515,Stephon Castle,PRA,28.5,OVER,Underdog and PrizePicks,,,50.5%,-8.61,,,-0.0545,0.4874,0.4855,2,6,-0.0526,0.0176,0.5,2.4292,28.5,47.8%,125,Bovada,100,BetOnline.ag,NEUTRAL,28.5,0.0,47.1%,52.9%,-0.0349,28.5,0.0,50.4%,49.6%,-0.0349,29.5,1.0,48.0%,52.0%,-0.0349,27.5,-1.0,48.4%,51.6%,-0.0349,30.5,2.0,51.0%,49.0%,-0.0349,27.5,-1.0,46.4%,53.6%,-0.0349,-0.02,-0.07,0.27,-0.5,0.34,1.2,1.2,0.0463,50.0%
516,Jalen Green,REB,4.0,UNDER,PrizePicks,,,54.7%,-9.54,,,-0.1207,,0.4193,0,6,-0.1207,0.1275,1.0,2.3227,4.5,55.2%,180,Bovada,-125,BetRivers,NEUTRAL,4.5,0.5,56.3%,43.7%,0.0068,4.5,0.5,57.8%,42.2%,0.0068,4.5,0.5,58.4%,41.6%,0.0068,4.5,0.5,56.4%,43.6%,0.0068,5.5,1.5,63.0%,37.0%,0.0068,4.5,0.5,56.6%,43.4%,0.0068,-0.15,0.08,0.35,0.2,-0.56,1.2,1.2,0.0059,100.0%
517,Stephon Castle,PTS,16.5,OVER,Underdog,,,50.2%,-10.49,,,-0.0674,0.4765,0.4726,3,6,-0.0635,0.0251,0.5,2.2343,16.5,46.4%,190,Bovada,-104,FanDuel,NEUTRAL,15.5,-1.0,45.8%,54.2%,-0.0384,16.5,0.0,48.8%,51.2%,-0.0384,16.5,0.0,46.4%,53.6%,-0.0384,16.5,0.0,47.8%,52.2%,-0.0384,19.5,3.0,49.8%,50.2%,-0.0384,15.5,-1.0,45.0%,55.0%,-0.0384,0.0,0.22,0.2,1.5,-1.49,1.0,0.8,0.0317,50.0%
518,LaMelo Ball,RA,11.5,UNDER,Underdog,,1.04x,50.7%,-11.51,,,-0.0963,0.4549,0.4437,2,4,-0.0851,0.0524,0.5,4.143,12.0,49.3%,105,Bovada,106,FanDuel,NEUTRAL,11.5,0.0,54.6%,45.4%,-0.0327,11.5,0.0,54.4%,45.6%,-0.0327,,,,,,,,,,,12.5,1.0,55.7%,44.3%,-0.0327,12.5,1.0,57.8%,42.2%,-0.0327,0.11,0.23,0.79,0.9,-0.48,1.4,1.2,0.0136,50.0%
519,Dyson Daniels,STL,1.5,UNDER,Underdog,,1.11x,53.7%,-11.8,,,-0.1233,0.4167,0.4167,1,1,-0.1233,0.1206,1.0,2.1304,1.5,41.7%,-167,FanDuel,124,FanDuel,NEUTRAL,1.5,0.0,58.3%,41.7%,-0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.71,-0.25,0.7,-0.27,0.4,0.4,0.0236,100.0%
520,Joel Embiid,RA,11.5,OVER,Underdog,,1.04x,51.8%,-12.01,,,-0.1,0.4485,0.44,3,4,-0.0915,0.0698,0.5,2.2766,11.5,46.9%,115,Bovada,100,DraftKings,NEUTRAL,11.5,0.0,45.4%,54.6%,-0.0217,10.5,-1.0,41.4%,58.6%,-0.0217,,,,,,,,,,,11.5,0.0,43.7%,56.3%,-0.0217,11.5,0.0,45.5%,54.5%,-0.0217,-0.02,-1.06,0.19,-1.5,1.47,1.6,1.6,0.0198,50.0%
521,Joel Embiid,PA,31.5,OVER,PrizePicks,,,50.1%,-12.55,,,-0.083,0.4591,0.457,1,4,-0.0809,0.042,0.5,2.8497,30.5,49.3%,105,Bovada,-110,BetMGM,UNFAVORABLE,30.5,-1.0,45.7%,54.3%,-0.0389,30.5,-1.0,45.3%,54.7%,-0.0389,,,,,,,,,,,31.5,0.0,45.9%,54.1%,-0.0389,30.5,-1.0,45.9%,54.1%,-0.0389,0.12,-0.99,-0.11,-4.9,5.52,1.6,1.6,0.0199,50.0%
